UPC,ISRC,Store,Store service,Sales/streams,Gross Royalties (USD)
672985093942,CALVP2068437,Saavn,Saavn,27,0.0341790132685788518730594541
672985069411,CALVP2053160,Kuwo,Streaming,25,0.0117037756903246569711716405
672985740426,CAHQJ2128297,AWA,Awa,3,0.0265830890781500680862856714
628810742264,CAHQJ1951349,QQMusic,Streaming,481,0.4516956137047457157559045932
672985581159,CAGOO2057827,Pandora,Pandora,1,0.0034474990589042923922951648
672985954885,CAENV2139579,VKontakte,VKontakte,16,0.0050377613088737124424303941
,QM24S1910617,ITunes,iTunes Store,7,5.1222901354633043626611962788
672985083943,CALVP2062669,Boomplay,Streaming,34,0.0164674945979603281337992478
672985812512,CAHQJ2173685,Saavn,Saavn,1,0.0013136934873746858194957008
672985151543,CACWV2000320,QQMusic,Streaming,136,0.1168654466011843739690027647
628810534333,QM24S1910617,TDC Play Musik,Streaming,9,0.0564427844826340481677618099
628810629831,CAGOO1993534,TikTok,Streaming,40,0.0553880391081666193195965901
628810560806,QM24S1832184,Tidal,Tidal,12431,71.6200133125240082043315977440
628810560806,QM24S1832184,YouTube,Streaming,2050352,13192.6649864038372691129943301583
672985370258,CAENV2030178,Tidal,Tidal,21,0.1551917929430409708424050204
672985678217,CAHQJ2016754,YouTube,Streaming,981,4.2183096248089030930382040981
628810561599,QM24S1916116,OK.ru,OK.ru,116,0.0025489959589742578256006380
672985370258,CAENV2030178,OK.ru,OK.ru,2,0.0002743136459873811969614119
672985382008,CAENV2037366,Resso,Streaming,68,0.0431301815348120848307749671
628810561544,QM24S1920887,Pandora,Pandora,2,0.0087978121174250755193043270
672985370258,CAENV2030178,YouTube,Streaming,1920,13.3259488845791219002006582617
628810560806,QM24S1832184,GooglePlay,Google Play Locker,3564,0.8579085154462178890370185274
,CAENV2080948,ITunes,Apple Music,3467,20.3255099091478633273899624720
672985861015,CAENV2106588,QQMusic,Streaming,187,0.1419554217351862946959807720
692531080790,CAGOO2132230,KKBox,Kkbox,1,0.0037128800086588069452332920
628810560806,QM24S1832184,GooglePlay,Google Play Music Streaming,16578,84.2230492609322841660909984226
,CAENV2080948,ITunes,iTunes Store,13,8.5467095784186782226180066008
672985383128,CAENV2038021,Resso,Streaming,23,0.0205735462391369152335471436
,CAENV2030178,ITunes,Apple Music,913,4.7099119853764737150558897232
,CAGOO2132230,ITunes,iTunes Store,7,4.8477878825808645322204918384
628810528974,CAGOO1942139,BOOM App UMA,BOOM App UMA,10172,12.1212010617749397156175273300
628810699889,CAHQJ1930439,OK.ru,OK.ru,114,0.0035580649606198410655165091
,CAENV2139579,ITunes,Apple Music,327,1.8988551614997513907194973047
672985882980,CAENV2119873,Amazon,Music Premium Service,78,1.3773411035076732952133812143
628810561544,QM24S1920887,BOOM App UMA,BOOM App UMA,1797,2.2373136355168312523833145455
628810933068,CALVP1946334,MediaNet,Streaming,3,0.0056211664509542801690175110
672985020382,CALVP2025588,IMusica,Streaming,1,0.0038399960648227724353593075
,CAENV2080948,ITunes,iTunes Match,68,0.0544218759871736442393337036
,CALVP2073075,ITunes,iTunes Match,23,0.0138605201388894844559267486
672985093942,CALVP2068437,BOOM App UMA,BOOM App UMA,257,0.3230897278145849302421948864
672985829381,CAHQJ2184062,Yandex,Streaming,83,0.1431436101959290294703987556
672985609693,CAGOO2074915,Tidal,Tidal,163,0.6532422901329888243111816393
672985093942,,Amazon,Digital Music Store,1,0.6848331471540938013846463089
672985102477,CALVP2073075,GooglePlay,Google Play Music Streaming,43,0.2239476294384479546003117541
672985383128,CAENV2038021,BOOM App UMA,BOOM App UMA,275,0.2808513994776168342964989831
672985261242,CACWV2063398,Deezer,Deezer,4253,13.6615238135017155492614193724
672985722880,CAHQJ2117718,OK.ru,OK.ru,780,0.2241549543109646004929668213
672985850156,CAHQJ2197917,YouTube,Content ID,69,0.3275161937459828861984114024
672985974739,CAENV2176626,Line,Streaming,48,0.2166439907638745042926794643
672985102477,CALVP2073075,Resso,Streaming,22,0.0240000150373211722231557432
672985151543,CACWV2000320,AWA,Awa,4,0.0443197887547258526574313287
692531160546,CAGOO2175180,Amazon,Music Premium Service,3,0.0361823249594726136332289484
672985383128,CAENV2038021,Anghami,Streaming,6,0.0048693351260920946020970707
672985740426,CAHQJ2128297,Pandora,Pandora,6,0.0224126044485983663087813781
628810909476,CALVP1934369,TDC Play Musik,Streaming,330,2.0381788633764347317715724012
672985508989,CAGOO2015895,OK.ru,OK.ru,9,0.0022363700386982790151114020
628810933068,CALVP1946334,Saavn,Saavn,6,0.0138514375187526544872029580
,CAENV2043858,ITunes,Apple Music,4483,24.0212359070489473794997919539
672985545014,CAGOO2036067,Deezer,Deezer,207,0.8778779908717135335561246338
672985850156,CAHQJ2197917,BOOM App UMA,BOOM App UMA,4,0.0055153186821607555525208651
,CACWV2000320,ITunes,iTunes Store,2,1.4000000000000000000000000000
628810560851,QM24S1826608,Line,Streaming,14,0.0732284390744414764241372066
672985383128,CAENV2038021,Boomplay,Streaming,2,0.0005857430394603767676525491
628810943173,CALVP1951456,Spotify,Spotify,631836,1704.3285773634762141986401892976
672985740426,CAHQJ2128297,OK.ru,OK.ru,1,0.0002548692125987515538448775
628810742141,CAHQJ1951322,Xiami,Xiami,35,0.0085435179712297485569056451
672985770416,CAHQJ2147168,Resso,Streaming,31,0.0328864089847123986246206079
,CAGOO2163741,ITunes,Apple Music,352,1.9425007332221034745789949218
628810742264,CAHQJ1951349,BOOM App UMA,BOOM App UMA,7460,9.0384646627683958607922160916
672985850156,CAHQJ2197917,QQMusic,Streaming,19,0.0126826140133323715622680980
628810629831,CAGOO1993534,IMusica,Streaming,1,0.0038051944005542544932316710
672985491366,CAGOO2006319,Tidal,Tidal,209,1.3439596049522795664710608459
628810560813,QM24S1906868,TikTok,Streaming,86,0.1745385428640344792092569950
672985151543,CACWV2000320,YouTube,Content ID,102,0.2502951319744788586154097628
672985850156,CAHQJ2197917,Boomplay,Streaming,1,0.0002956467829546908054908138
672985812512,CAHQJ2173685,Spotify,Spotify,75687,186.2421583143506466066426705298
672985093942,CALVP2068437,Yandex,Streaming,121,0.2263292226378102600896969021
672985069411,CALVP2053160,GooglePlay,Google Play Music Streaming,139,0.6358328550863900609444860890
628810561513,QM24S1915972,Resso,Streaming,496,0.4134090322312107546419089769
628810528974,CAGOO1942139,Yandex,Streaming,2891,4.2776115111274647097109505085
628810560806,QM24S1832184,Anghami,Streaming,5056,5.0275908916961713449759011696
672985598324,CAGOO2068468,Spotify,Spotify,83183,208.6692562930627813186874293912
672985382008,CAENV2037366,QQMusic,Streaming,153,0.1250262392507762349563631992
672985702912,CAHQJ2106266,Kuwo,Streaming,12,0.0018255985418417308932634575
672985929517,CAENV2149514,Spotify,Spotify,175860,496.0620652527289551987673269308
,CAGOO2163741,ITunes,iTunes Store,2,1.5121405937698045142105006581
628810909476,CALVP1934369,Amazon,Music Premium Service,811,12.9770479793928454144328134847
672985929517,CAENV2149514,Deezer,Deezer,343,1.1498571848516156512467232130
692531064653,CAGOO2122549,Yandex,Streaming,1,0.0018290631211226884651889598
628810943173,CALVP1951456,Xiami,Xiami,3,0.0008383843793420423686450410
672985261242,CACWV2063398,TDC Play Musik,Streaming,1,0.0052610191111108100623180556
628810561858,QM24S1913190,Netease,Netease,18611,9.0018121079494207327667248753
628810561599,QM24S1916116,Yandex,Streaming,5888,9.1335866135790470497641703548
672985382008,CAENV2037366,IMusica,Streaming,4,0.0218778947334065813452761375
628810560851,QM24S1826608,Rhapsody,Streaming,4,0.0171943824032793463741888780
628810534401,QM24S1831517,Tidal,Tidal,83,0.3956916884110287588394283017
628810943173,CALVP1951456,YouTube,Content ID,926,2.4509288095132163246843629312
628810561810,QM24S1919430,Tidal,Tidal,110,0.7355827317799261292693695182
672985397491,CAENV2043858,Amazon,Music Premium Service,1531,19.8535289413823020913296573410
628810699889,CAHQJ1930439,Line,Streaming,7,0.0588068311171552822345420179
628810842995,CALVP1902123,Anghami,Streaming,299,0.6180918846926304524491246477
628810560813,QM24S1906868,QQMusic,Streaming,557,0.3524712144910655582397390137
628810560806,QM24S1832184,Yandex,Streaming,94097,154.7939186153208628928230068112
672985799073,CAHQJ2165143,Spotify,Spotify,80904,183.7638762028176670749342904103
672985781016,CAHQJ2153230,BOOM App UMA,BOOM App UMA,910,1.1082503723340062486022169102
672985631182,USLZJ1888276,Spotify,Spotify,15615003,33688.7865648459188670091158273549
,CAGOO2132230,ITunes,Apple Music,1203,6.5623932969501145143260068959
672985020382,CALVP2025588,Tidal,Tidal,717,4.9482457563412107710907399557
672985882980,CAENV2119873,OK.ru,OK.ru,2,0.0006275875767705066558202095
692531064653,CAGOO2122549,VKontakte,VKontakte,55,0.0174128239724480262143120034
672985477858,CAENV2095149,Resso,Streaming,32,0.0377486888079348685200105754
672985007505,CALVP2020125,Saavn,Saavn,91,0.1212839312437303273806826122
672985678217,CAHQJ2016754,Kuwo,Streaming,5,0.0007606661988821787509868062
672985093942,CALVP2068437,Kugou,Streaming,33823,16.1570398360627984695301378254
692531193681,CAGOO2193164,Spotify,Spotify,67899,157.9678882054337075240428840172
692531033765,CAGOO2106771,Saavn,Saavn,45,0.0582032096783243843214639399
628810477371,CAGOO1916989,GooglePlay,Google Play Music Streaming,69,0.4296781067195353112107796937
628810534333,QM24S1910617,OK.ru,OK.ru,8,0.0021625214312694703434670542
672985545014,CAGOO2036067,AWA,Awa,9,0.0827572066039211189180510253
628810561544,QM24S1920887,Yandex,Streaming,57,0.1161786414429544221162058983
692531193681,CAGOO2193164,BOOM App UMA,BOOM App UMA,14,0.0169434021196238716340394365
628810534333,QM24S1910617,Rhapsody,Streaming,80,0.4068120902183087597947983645
628810846559,CALVP1903197,Kugou,Streaming,9429,4.4816761206137938053660359752
,CACWV2122094,ITunes,Apple Music,265,1.8531883435470275784124874610
672985183742,CACWV2018984,Amazon,Music Premium Service,227,3.4367532054150263897443416321
672985781016,CAHQJ2153230,Resso,Streaming,28,0.0345220817616908886980350518
672985770416,CAHQJ2147168,Boomplay,Streaming,3,0.0008871077988742416905227746
692531160546,CAGOO2175180,QQMusic,Streaming,12,0.0117792371583141263533286382
628810965274,CALVP2002252,GooglePlay,Google Play Music Streaming,65,0.4233649302107189384473864865
672985370258,CAENV2030178,MediaNet,Streaming,3,0.0070583832329633087612962703
672985954885,CAHQJ2165143,Spotify,Spotify,310,1.0378114000021124760084351929
672985974739,CAENV2176626,BOOM App UMA,BOOM App UMA,62,0.0780111411613726699696044444
,CAGOO1993534,ITunes,iTunes Match,146,0.1196894366961732149543203856
628810965274,CALVP2002252,Deezer,Deezer,958,4.4529143743073629784788901856
672985382008,CAENV2037366,Amazon,Music Premium Service,312,2.7745047568875004156434423652
628810561858,QM24S1913190,Tidal,Tidal,268,1.6850902723261698195183802167
672985974739,CAENV2176626,AWA,Awa,45,0.3835976280038093556068481469
672985770416,CAHQJ2147168,VKontakte,VKontakte,5171,1.4722396790801572501591668602
672985581159,CAGOO2057827,Amazon,Music Premium Service,21,1.1198665818446943973179314273
672985491366,CAGOO2006319,Line,Streaming,27,0.1084558135488882805753659516
628810561544,QM24S1920887,MediaNet,Streaming,11,0.0251146095093527701609340311
672985491366,CAGOO2006319,Kugou,Streaming,123,0.0574794246404163933582652487
,CACWV2110484,ITunes,iTunes Match,4,0.0023791205287879109902021211
672985770416,CAHQJ2147168,Rhapsody,Streaming,2,0.0073530591763723010002471551
628810933068,CALVP1946334,GooglePlay,Google Play Music Streaming,16,0.1150162780047881753744628659
672985954885,CAHQJ2165143,BOOM App UMA,BOOM App UMA,2,0.0029127654583754696349743697
672985929517,CAENV2149514,Line,Streaming,9,0.0334967627577437805636698039
628810560813,QM24S1906868,Pandora,Pandora,49,0.2582055542756433829077123337
672985631182,USLZJ1888276,Pandora,Pandora,9079,34.7433197773432740950146143654
628810699889,CAHQJ1930439,YouTube,Streaming,2283,11.6291178146920851683368042794
672985829381,CAHQJ2184062,SoundtrackYourBrand,Streaming,12,0.0079087273477128864288180843
628810699889,CAHQJ1930439,BOOM App UMA,BOOM App UMA,26931,27.6000195732877023937943669222
,QM24S1920887,ITunes,Apple Music,1226,7.1273975097267586050903057017
628810477371,CAGOO1916989,Xiami,Xiami,5,0.0006072480739503092445204990
628810629831,CAGOO1993534,OK.ru,OK.ru,1,0.0003060807864462964647333097
,CAENV2095149,ITunes,iTunes Match,50,0.0349435617700006657036032251
672985397491,CAENV2043858,TDC Play Musik,Streaming,2,0.0124755993058753682176182539
672985740426,CAHQJ2128297,TDC Play Musik,Streaming,3,0.0175565231463404520941648579
692531225290,CACWV2110484,QQMusic,Streaming,2,0.0003042665392291276628973698
672985974739,CAENV2176626,Amazon,Digital Music Store,1,0.7044255508820341902630916098
628810629831,CAGOO1993534,GooglePlay,Google Play Download Store,1,0.7605248799320028954544517612
692531193681,CAGOO2193164,Yandex,Streaming,5,0.0067229640965464808363024326
,CAGOO2015895,ITunes,iTunes Match,55,0.0365939112785997667230311796
672985637429,CAGOO2091608,YouTube,Content ID,50,0.0609333488639350546228574095
672985850156,CAHQJ2197917,Tidal,Tidal,3,0.0115982280200772217545655025
628810561599,QM24S1916116,QQMusic,Streaming,26,0.0290997205371284333826250879
692531139849,CAGOO2163741,Yandex,Streaming,12,0.0193588407681704593891268051
628810534333,QM24S1910617,Tidal,Tidal,103,0.5890937671253192348330436801
628810612284,CAGOO1984027,Pandora,Pandora,172,0.5765435202868208555433172507
628810742141,CAHQJ1951322,SoundtrackYourBrand,Streaming,3,0.0028257115814414289778911260
672985702912,CAHQJ2106266,VKontakte,VKontakte,35,0.0093021808560640538006132080
672985261242,CACWV2063398,Saavn,Saavn,2,0.0034517641077400225597404900
672985102477,CALVP2073075,Rhapsody,Streaming,34,0.1428957923990270648477545729
672985069411,CALVP2053160,Resso,Streaming,9,0.0038439485117575745806229678
672985740426,CAHQJ2128297,KKBox,Kkbox,35,0.1231290349863761508854421919
,CALVP1946334,ITunes,Apple Music,1758,11.9433294248630064435536424846
628810561810,QM24S1919430,Saavn,Saavn,1,0.0008138954278234365030941633
628810534333,QM24S1910617,MediaNet,Streaming,1,0.0013839366731051132692350302
672985861015,CAENV2106588,AWA,Awa,79,0.6502272560070498826648711417
628810612284,CAGOO1984027,Spotify,Spotify,144249,440.4549429083199579248159820163
628810742264,CAHQJ1951349,VKontakte,VKontakte,21155,1.9160701240149882796874359654
672985559677,CAGOO2044001,Boomplay,Streaming,1,0.0002963963403255423588118705
672985722880,CAHQJ2117718,VKontakte,VKontakte,536226,158.2002898464080495665028218505
692531193681,CAGOO2193164,TikTok,Streaming,4,0.0069955734404402661191959357
628810560851,QM24S1826608,Amazon,Digital Music Store,1,0.6369926999371620520856768268
628810560806,QM24S1832184,Kugou,Streaming,30,0.0274459436335362603867391693
692531064653,CAGOO2122549,KKBox,Kkbox,13,0.0470081192211195386869608615
672985383128,CAENV2038021,GooglePlay,Google Play Download Store,1,0.7942746316198099089655296895
672985850156,CAHQJ2197917,Resso,Streaming,17,0.0188665678509122495584337695
628810561810,QM24S1919430,TikTok,Streaming,1,0.0013529380378397322859768276
672985083943,CALVP2062669,Kugou,Streaming,837,0.4221210826311823806768241316
672985370258,CAENV2030178,TikTok,Streaming,11,0.0236734456867701828431476041
672985382008,CAENV2037366,OK.ru,OK.ru,1,0.0003119359304953176647414787
628810629831,CAGOO1993534,Deezer,Deezer,507,3.2624153588394161540319603139
672985382947,CAENV2037872,Netease,Netease,1776,1.0057471334305427501938139292
672985812512,CAHQJ2173685,Yandex,Streaming,70,0.0322195259833021240851815411
628810742264,CAHQJ1951349,GooglePlay,Google Play Music Streaming,594,3.2280124780705413117520926323
672985581159,CAGOO2057827,VKontakte,VKontakte,170,0.0275203231312627157411930645
628810909476,CALVP1934369,Kugou,Streaming,121,0.0233139570407821038154903301
628810742141,CAHQJ1951322,VKontakte,VKontakte,10298,0.7655190944273038285120951948
672985491366,CAGOO2006319,YouTube,Streaming,3217,23.1571475145243846693674774441
672985382947,CAENV2037872,YouTube,Content ID,146,0.2490151820612858628154575670
672985397491,CAENV2043858,Tidal,Tidal,108,0.6037442455578697722435262212
,CAGOO2100165,ITunes,iTunes Store,1,0.7000000000000000000000000000
692531033765,CAGOO2106771,Yandex,Streaming,64,0.0565345037162342485077144805
628810534401,QM24S1831517,Line,Streaming,54,0.2086908096946959615206286336
672985397491,CAENV2043858,Netease,Netease,152,0.0755290605369675849859045120
628810561810,QM24S1919430,TDC Play Musik,Streaming,1,0.0071227109438854097621693809
672985854369,CAENV2101722,Deezer,Deezer,274,1.1381793549167953987764974801
628810943173,CALVP1951456,Kuwo,Streaming,7,0.0031671771713381727284715392
672985954885,CAENV2164646,Tidal,Tidal,19,0.1835064079886038341712624840
672985508989,CAGOO2015895,Kuwo,Streaming,1,0.0001521332397764357383773620
692531160546,CAGOO2175180,Spotify,Spotify,60185,152.3888940635508884790744421742
628810629831,CAGOO1993534,Kugou,Streaming,153,0.0607578055321666883513094198
672985069411,CALVP2053160,Tidal,Tidal,26,0.1559206438371053471849650391
692531089960,CAGOO2136880,Netease,Netease,20,0.0133029191202818804111866904
692531033765,CAGOO2106771,Tidal,Tidal,43,0.2638933676449088047175035164
628810560875,QM24S1904071,QQMusic,Streaming,381,0.2716917713290177822932850563
628810965274,CALVP2002252,YouTube,Streaming,1235,7.5601566721936419890022799915
,USLZJ1888276,ITunes,iTunes Store,969,479.1581160944320443260310266697
628810742141,CAHQJ1951322,QQMusic,Streaming,904,0.6779762500436378359565394871
628810561858,QM24S1913190,OK.ru,OK.ru,34,0.0015403306918535877860394730
628810612284,CAGOO1984027,KKBox,Kkbox,60,0.2993420788407564029724838059
672985882980,CAENV2119873,YouTube,Content ID,536,0.7986092618386315765942667366
672985705159,CAHQJ2107431,Xiami,Xiami,1,0.0001281712857548564624376184
628810477371,CAGOO1916989,Pandora,Pandora,15,0.0539254235454117118192836550
628810561810,QM24S1919430,VKontakte,VKontakte,11366,0.8609055593359579922557660991
628810909476,CALVP1934369,Rhapsody,Streaming,220,0.8904399788015520845964167931
672985678217,CAHQJ2016754,YouTube,Content ID,210,0.3458810094875538855523665530
672985477858,CAENV2095149,Spotify,Spotify,57666,119.4841060397449369619953191157
628810846559,CALVP1903197,BOOM App UMA,BOOM App UMA,204925,235.2789720254385782130776236784
672985581159,CAGOO2057827,Resso,Streaming,40,0.0410573588931178999592441387
672985083943,CALVP2062669,Spotify,Spotify,179449,420.4846238859923605508014978495
692531080790,CAGOO2132230,AWA,Awa,56,0.4477497475186680981244928305
672985151543,CACWV2000320,Amazon,Music Premium Service,109,1.1267672129085693856648284609
672985678217,CAHQJ2016754,Resso,Streaming,2,0.0025563631954604617517892860
,QM24S1820062,ITunes,iTunes Match,11,0.0079061411323712800677245270
672985382947,CAENV2037872,Anghami,Streaming,28,0.0349724563182204589806999741
628810965274,CALVP2002252,VKontakte,VKontakte,8468,0.5235921955736029234442601019
,CAHQJ2165143,ITunes,iTunes Match,2,0.0014449084752773406687208524
628810612284,CAGOO1984027,GooglePlay,Google Play Music Streaming,1193,6.2294752775738237989695759353
628810528974,,Amazon,Digital Music Store,4,2.7509940836743819855864022088
,CAENV2119873,ITunes,iTunes Match,12,0.0112726086255115090759264993
628810477371,CAGOO1916989,MediaNet,Streaming,1,0.0021186148889245834498912404
672985722880,CAHQJ2117718,Yandex,Streaming,2314414,4304.6781328889250824588028191454
672985912496,CAENV2139579,Netease,Netease,15,0.0077613636739263248638813227
672985812512,CAHQJ2173685,Deezer,Deezer,299,0.9519475914309340488990198928
628810842995,CALVP1902123,Kuwo,Streaming,15,0.0313576162420803842432097909
672985382008,CAENV2037366,Yandex,Streaming,73,0.1362281399164783027397293542
628810965274,CALVP2002252,BOOM App UMA,BOOM App UMA,1998,2.1116828013067042468150855378
672985261242,CACWV2063398,Yandex,Streaming,195816,290.0393297851400801227765475375
672985637429,CAGOO2091608,Kugou,Streaming,13,0.0081921269860113725288935960
672985020382,CALVP2025588,YouTube,Content ID,1777,4.0266374021445436912455041413
,CACWV2018984,ITunes,iTunes Store,10,3.7022077584455177646640715659
628810742264,CAHQJ1951349,Yandex,Streaming,615,0.9714151746427179819380184672
628810561513,QM24S1915972,OK.ru,OK.ru,13,0.0023380274644101548833505174
672985882980,CAENV2119873,TikTok,Streaming,12,0.0267381149272283822997083779
628810477371,CAGOO1916989,IHeartRadio,IHeartRadio,13,0.2273834487133790975511500265
,CAGOO2044001,ITunes,iTunes Match,35,0.0101142309520281976471365401
672985382947,CAENV2037872,KKBox,Kkbox,78,0.3161936708403394081290100863
672985609693,CAGOO2074915,TikTok,Streaming,89,0.1435746731685232913476084018
672985020382,CALVP2025588,Resso,Streaming,173,0.1340795341530789483399999016
628810560875,QM24S1904071,Yandex,Streaming,7,0.0068795452356492407252811282
628810477371,CAGOO1916989,Resso,Streaming,21,0.0190062743762180505730975681
628810560806,QM24S1832184,Netease,Netease,2056,1.1081793995200940618101022437
,CAGOO2036067,ITunes,iTunes Match,1,0.0007995913690517277082154148
672985508989,CAGOO2015895,Netease,Netease,534,0.3886718838479644601360350282
628810561513,QM24S1915972,GooglePlay,Google Play Music Streaming,393,1.9598543418511238164258709740
672985722880,,Amazon,Digital Music Store,3,2.0987556696064328109486423757
628810561513,QM24S1915972,Rhapsody,Streaming,6,0.0243974814023702277611131117
,CAENV2176626,ITunes,iTunes Match,18,0.0027886230034668621330179794
672985929517,CAENV2149514,Yandex,Streaming,1935,3.3181770668909816001798206339
672985453845,CAENV2080948,Pandora,Pandora,15,0.0703276069727211638206527050
672985370258,CAENV2030178,Yandex,Streaming,3,0.0024839087307760003102809237
,CAGOO2163741,ITunes,iTunes Match,5,0.0129813288806006266629868845
692531080790,CAGOO2132230,BOOM App UMA,BOOM App UMA,326,0.4218458816795257030906193752
628810534401,QM24S1831517,Spotify,Spotify,7406,21.7564595604653776427309865162
672985637429,CAGOO2091608,QQMusic,Streaming,157,0.1300520697255618640344346616
692531064653,CAGOO2122549,YouTube,Content ID,165,0.4919734865412317423628865881
672985261242,CACWV2063398,Netease,Netease,921,0.4580151696129939006785904510
672985850156,CAHQJ2197917,Pandora,Pandora,41,0.1466983792185661375396151005
672985882980,CAENV2119873,YouTube,Streaming,1459,8.0850592914293906526945808616
628810534357,QM24S1820062,Amazon,Digital Music Store,1,0.6998250276934585892880263555
628810699889,CAHQJ1930439,IMusica,Streaming,2,0.0076103888011085089864633419
628810528974,CAGOO1942139,Amazon,Digital Music Store,2,1.3980108441538352514644865825
672985954885,CAENV2164646,YouTube,Content ID,62,0.1490332111797473620261780680
692531160546,CAGOO2175180,BOOM App UMA,BOOM App UMA,87,0.1168593232548898836096155761
,CACWV2063398,ITunes,Apple Music,24406,109.6004965859401883313111725662
628810742141,CAHQJ1951322,Yandex,Streaming,39394,50.0205406494673544872553517266
672985781016,CAHQJ2153230,VKontakte,VKontakte,2864,0.7947561762913972996891055406
672985829381,CAHQJ2184062,Deezer,Deezer,414,1.6443492638220465567013071640
672985861015,CAENV2106588,Yandex,Streaming,16373,36.2862197853023246994214025177
672985929517,CAENV2149514,Resso,Streaming,453,0.3351965806807084838019059738
672985559677,CAGOO2044001,YouTube,Content ID,399,0.7775981410338680055405054745
,QM24S1826608,ITunes,iTunes Match,943,0.8920852609933483550130935470
,CALVP1946334,ITunes,iTunes Match,7,0.0043662233125361746118490115
628810909476,CALVP1934369,TikTok,Streaming,18,0.0266501031050270043944621041
672985581159,CAGOO2057827,Line,Streaming,16,0.1378838267288426300281189705
628810561599,QM24S1916116,Netease,Netease,594,0.2314722718371511320928451111
672985105386,CALVP2073121,QQMusic,Streaming,25,0.0185681770018099500568677025
672985861015,CAENV2106588,Kugou,Streaming,72,0.0825603801029265983249787077
628810742141,CAHQJ1951322,Netease,Netease,5528,3.2889165528987981847965207081
628810742264,,Amazon,Digital Music Store,2,1.3216581920359121488353617215
672985382008,CAENV2037366,Pandora,Pandora,8,0.0295634618808234192751492338
672985382947,CAENV2037872,Xiami,Xiami,4,0.0007479010575209988103647334
672985508989,CAGOO2015895,Yandex,Streaming,736,1.1035272877524594805426624949
672985370258,CAENV2030178,BOOM App UMA,BOOM App UMA,1853,2.0632331131079915373295111456
672985453845,CAENV2080948,BOOM App UMA,BOOM App UMA,3500,4.5143673771088443950676276296
628810561810,QM24S1919430,OK.ru,OK.ru,117,0.0220703366726290861045366367
,CAGOO2015895,ITunes,Apple Music,4712,28.7217330211492326293879475845
692531033765,CAGOO2106771,Pandora,Pandora,150,0.7978714979835336462318121054
672985861015,CAENV2106588,KKBox,Kkbox,1,0.0036322659630392524696210322
628810534333,QM24S1910617,Xiami,Xiami,5,0.0006722684319850386181413501
672985383128,CAENV2038021,Yandex,Streaming,14,0.0251292116990908504684275261
672985093942,CALVP2068437,Kuwo,Streaming,2,0.0003042664463425418434127936
628810560813,QM24S1906868,VKontakte,VKontakte,11514,2.9156239687225353163644133651
628810560875,QM24S1904071,BOOM App UMA,BOOM App UMA,95,0.1127473967785769290978565498
,CALVP1951456,ITunes,Apple Music,3876,24.7285026026857873763095960834
628810965274,CALVP2002252,MediaNet,Streaming,5,0.0119981515770020340727013002
672985850156,CAHQJ2197917,TikTok,Streaming,2,0.0049144211715522806512864546
672985069411,CALVP2053160,AWA,Awa,142,1.3202152494653802512170019034
628810943173,CALVP1951456,Deezer,Deezer,908,2.9475705709670354869554472462
,CAENV2106588,ITunes,iTunes Match,8,0.0075179750966982191793565084
672985105386,CALVP2073121,Kuwo,Streaming,3,0.0024627819084749616903750068
672985637429,CAGOO2091608,Kuwo,Streaming,65,0.0180186885139272287402763273
692531139849,CAGOO2163741,VKontakte,VKontakte,253,0.0776408615554877693245188849
692531225290,CACWV2110484,Spotify,Spotify,26687,66.1243833187807845575840312323
628810561810,QM24S1919430,Spotify,Spotify,192759,495.5001672213740225488169038703
,CAGOO2057827,ITunes,Apple Music,6518,42.9241466327172105439717985261
672985609693,CAGOO2074915,Netease,Netease,83,0.0479622315957404750002114500
672985093942,CALVP2068437,Resso,Streaming,129,0.1154891786636458024958536508
672985093942,CALVP2068437,YouTube,Content ID,53,0.0446725779989726755163064732
628810846559,CALVP1903197,Line,Streaming,111,0.6721049605945158259131411036
672985912496,CAENV2139579,Tidal,Tidal,1,0.0099672616503140142607606876
672985740426,CAHQJ2128297,BOOM App UMA,BOOM App UMA,1558,1.9340365400592785962773937761
672985093942,CALVP2068437,Amazon,Music Premium Service,125,1.1719691642626134283191855432
672985508989,CAGOO2015895,QQMusic,Streaming,38,0.0404599836300499733839628131
628810909476,CALVP1934369,Resso,Streaming,210,0.1522336618219239738240101290
692531193681,CAGOO2193164,Netease,Netease,53,0.0267474843127497595897828041
628810561544,QM24S1920887,Deezer,Deezer,167,0.7564482436336096358696330695
672985974739,CAENV2176626,YouTube,Streaming,540,4.5837977977491981301299793504
628810943173,CALVP1951456,Tidal,Tidal,208,1.5094061290033306893482307547
672985861015,CAENV2106588,YouTube,Content ID,110,0.2117069920731701603761446325
672985631182,USLZJ1888276,AWA,Awa,44,0.3781469026171030778489628937
628810561513,QM24S1915972,Amazon,Music Premium Service,494,4.2526326687708688095853433390
628810560806,QM24S1832184,GooglePlay,Google Play Download Store,54,35.3805810728472809064185583879
672985637429,CAGOO2091608,Spotify,Spotify,25304,59.7919074353342153578963375701
,CAGOO1942139,ITunes,iTunes Store,193,125.9877810379230505731422567833
628810909476,CALVP1934369,BOOM App UMA,BOOM App UMA,2310,2.4767686054226135084546405989
672985740426,CAHQJ2128297,Yandex,Streaming,274,0.4728688570494883240096131885
,CAHQJ2147168,ITunes,Apple Music,3315,18.5045857264944258722720033514
628810699889,CAHQJ1930439,Tidal,Tidal,58,0.2537167373927588631985866546
